file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
226.msg,1,0,0,7,14,00000000,"""Goodbye, Adam. May you be free from stings as long as you live."" ","להתראות, אדם. מי ייתן שתהיה חופשי מעוקצים כל עוד אתה חי.",,
240.msg,1,0,0,1,3,00000000,"""Hey, Delphineus!  Where is this city anyway?""   ","היי, דלפיניוס! איפה העיר הזו בכלל?",,
240.msg,1,0,0,2,3,00000000,"""There sure are a lot of seaweed fronds in here, Delphineus.""   ","בהחלט יש כאן הרבה אצות, דלפיניוס.",,
240.msg,1,0,0,3,3,00000000,"""Are you sure you can't tell me which way to go, Delphineus?""        ","אתה בטוח שאתה לא יודע לאן ללכת, דלפיניוס?",,
240.msg,1,0,0,4,3,00000000,"""Oh, alright.""        ","אה, אוקיי.",,
240.msg,2,0,0,1,4,00000000,"""This seaweed forest might be a pain to navigate but the plants are alive. Let's be careful not to disturb anything in here.""         ",יער האצות אולי קשה לניווט אבל הצמחים בו חיים. בואו נזהר ולא נפריע.,,
240.msg,2,0,0,2,4,00000000,"""It's around here somewhere.  Believe me, you'll know it when you see it.""  ","היא פה בסביבה. תאמין לי, אתה תדע כשתראה אותה.",,
240.msg,2,0,0,3,4,00000000,"""Sure are.  With fronds like these, who needs anemones?"" ",בהחלט. מרוב אצות לא רואים את היער.,,
240.msg,2,0,0,4,4,00000000,"""I'm just a sidekick, Adam.  You're the one getting the points for getting through this seaweed maze.""     ","אני רק העוזר, אדם. אתה זה שמקבל נקודות על הניווט דרך מבוך האצות.",,
240.msg,3,0,0,1,99,00000000,"Adam and Delphineus are in a maze of thick, layered seaweed and kelp. It's up to Adam to lead them out and find Eluria.  ",אדם ודלפיניוס נמצאים במבוך של אצות עבותות. היכולת שלהם לנווט את דרכם החוצה ואל אלוריה תלויה באדם.,,
240.msg,3,0,0,2,99,00000000,The seaweed is thick here and blocks any further movement west.   ,האצות סבוכות כאן וחוסמות כל מעבר נוסף מערבה.,,
240.msg,3,0,0,3,99,00000000,The seaweed is thick here and blocks any further movement down.   ,האצות סבוכות כאן וחוסמות כל מעבר נוסף למטה.,,
240.msg,3,0,0,4,99,00000000,The seaweed is too thick to swim through here but it thins out to the east. ,האצות כאן צפופות מכדי לשחות דרכן אך הצפיפות שלהן פוחתת במזרח.,,
240.msg,3,0,0,5,99,00000000,Delphineus still looks confused from the toxins he encountered on the ocean's surface. Adam will have to lead the way.  ,דלפיניוס עדיין נראה מבולבל מהרעלים בהם נתקל על פני הים. אדם יצטרך להוביל את הדרך.,,
240.msg,3,0,0,6,99,00000000,The seaweed is too thick to swim through here but it thins out towards the surface.         ,האצות עבות מכדי לשחות דרכן כאן אבל הן מתדלדלות בכיוון פני הים.,,
240.msg,3,0,0,7,99,00000000,There seems to be a path through the seaweed to the east.,נדמה שיש שביל דרך האצות בכיוון מזרח.,,
240.msg,3,0,0,8,99,00000000,There seems to be a path through the seaweed towards the surface.  ,נדמה שיש שביל דרך האצות בכיוון פני הים.,,
240.msg,3,0,0,9,99,00000000,The seaweed cannot be cleared away with Adam's garbage bag.,אי אפשר לסלק את האצות עם שקית האשפה של אדם.,,
240.msg,3,0,0,10,99,00000000,The kelp does not respond.,האצות לא מגיבות.,,
260.msg,1,0,0,1,3,00000000,"""Hey, Delphineus!  Where is this city anyway?"" ",היי דלפיניוס! איפה העיר הזו בכלל?,,
260.msg,1,0,0,2,3,00000000,"""There sure are a lot of seaweed fronds in here, Delphineus.""   ","בהחלט יש כאן הרבה אצות, דלפיניוס.",,
260.msg,1,0,0,3,3,00000000,"""Are you sure you can't tell me which way to go, Delphineus?""        ","אתה בטוח שאתה לא יודע לאיזה דרך ללכת, דלפיניוס?",,
260.msg,1,0,0,4,3,00000000,"""Oh, alright.""        ","אה, אוקיי.",,
260.msg,2,0,0,1,4,00000000,"""This seaweed forest might be a pain to navigate but the plants are alive. Let's be careful not to disturb anything in here.""         ",יער האצות אולי קשה לניווט אבל הצמחים בו חיים. בואו נזהר ולא נפריע.,,
260.msg,2,0,0,2,4,00000000,"""It's around here somewhere.  Believe me, you'll know it when you see it.""  ","היא פה בסביבה. תאמין לי, אתה תדע כשתראה אותה.",,
260.msg,2,0,0,3,4,00000000,"""Sure are.  With fronds like these, who needs anemones?"" ",בהחלט. מרוב אצות לא רואים את היער.,,
260.msg,2,0,0,4,4,00000000,"""I'm just a sidekick, Adam.  You're the one getting the points for getting through this seaweed maze.""     ","אני רק העוזר, אדם. אתה זה שמקבל נקודות על הניווט דרך מבוך האצות.",,
260.msg,3,0,0,1,99,00000000,"Adam and Delphineus are in a maze of thick, layered seaweed and kelp. It's up to Adam to lead them out and find Eluria.  ",אדם ודלפיניוס נמצאים במבוך של אצות עבותות. היכולת שלהם לנווט את דרכם החוצה ואל אלוריה תלויה באדם.,,
260.msg,3,0,0,2,99,00000000,The seaweed is thick here and blocks any further movement west.  ,האצות כאן עבות וחוסמות כל התקדמות לכיוון מערב.,,
260.msg,3,0,0,3,99,00000000,The seaweed is too thick to swim through here but it thins out to the east. ,האצות כאן צפופות מכדי לשחות דרכן אך הצפיפות שלהן פוחתת במזרח.,,
260.msg,3,0,0,4,99,00000000,The seaweed is too thick to swim through here but it thins out to the east. ,האצות כאן צפופות מכדי לשחות דרכן אך הצפיפות שלהן פוחתת במזרח.,,
260.msg,3,0,0,5,99,00000000,Delphineus still looks confused from the toxins he encountered on the ocean's surface. Adam will have to lead the way.  ,דלפיניוס עדיין נראה מבולבל מהרעלים בהם נתקל על פני הים. אדם יצטרך להוביל את הדרך.,,
260.msg,3,0,0,6,99,00000000,There seems to be a path through the seaweed towards the surface. ,נראה שיש מעבר דרך האצות לכיוון פני הים.,,
260.msg,3,0,0,7,99,00000000,There seems to be a path through the seaweed to the east. ,נראה שיש מעבר דרך האצות לכיוון פני מזרח.,,
260.msg,3,0,0,8,99,00000000,There seems to be a path through the seaweed leading down.   ,נראה שיש מעבר דרך האצות לכיוון מטה.,,
260.msg,3,0,0,9,99,00000000,The seaweed cannot be cleared away with Adam's garbage bag. ,לא ניתן לפנות את האצות עם שק האשפה של אדם.,,
260.msg,3,0,0,10,99,00000000,The kelp does not respond.,האצות לא מגיבות.,,
280.msg,1,0,0,1,3,00000000,"""Hey, Delphineus!  Where is this city anyway?"" ",היי דלפיניוס! איפה העיר הזו בכלל?,,
280.msg,1,0,0,2,3,00000000,"""There sure are a lot of seaweed fronds in here, Delphineus.""   ","בהחלט יש כאן הרבה אצות, דלפיניוס",,
280.msg,1,0,0,3,3,00000000,"""Are you sure you can't tell me which way to go, Delphineus?""        ","אתה בטוח שאתה לא יודע לאיזה דרך ללכת, דלפיניוס?",,
280.msg,1,0,0,4,3,00000000,"""Oh, alright.""        ","אה, אוקיי.",,
280.msg,2,0,0,1,4,00000000,"""This seaweed forest might be a pain to navigate but the plants are alive. Let's be careful not to disturb anything in here.""         ",יער האצות אולי קשה לניווט אבל הצמחים בו חיים. בואו נזהר ולא נפריע.,,
280.msg,2,0,0,2,4,00000000,"""It's around here somewhere.  Believe me, you'll know it when you see it.""  ","היא פה בסביבה. תאמין לי, אתה תדע כשתראה אותה.",,
280.msg,2,0,0,3,4,00000000,"""Sure are.  With fronds like these, who needs anemones?"" ",בהחלט. מרוב אצות לא רואים את היער.,,
280.msg,2,0,0,4,4,00000000,"""I'm just a sidekick, Adam.  You're the one getting the points for getting through this seaweed maze.""     ","אני רק העוזר, אדם. אתה זה שמקבל נקודות על הניווט דרך מבוך האצות.",,
280.msg,3,0,0,1,99,00000000,"Adam and Delphineus are in a maze of thick, layered seaweed and kelp. It's up to Adam to lead them out and find Eluria.  ",אדם ודלפיניוס נמצאים במבוך של אצות עבותות. היכולת שלהם לנווט את דרכם החוצה ואל אלוריה תלויה באדם.,,
280.msg,3,0,0,2,99,00000000,The seaweed is thick here and blocks any further movement towards the surface.   ,האצות כאן צפופות וחוסמות כל תנועה נוספת לעבר פני השטח.,,
280.msg,3,0,0,3,99,00000000,The seaweed is thick here and blocks any further movement east.   ,האצות כאן צפופות וחוסמות כל תנועה נוספת לכיוון מזרח.,,
280.msg,3,0,0,4,99,00000000,The seaweed is too thick to swim through here but it thins out to the west. ,"האצות צפופות מכדי לשחות דרכן פה, אבל הצפיפות שלהן פוחתת במערב.",,
280.msg,3,0,0,5,99,00000000,Delphineus still looks confused from the toxins he encountered on the ocean's surface. Adam will have to lead the way.,דלפיניוס עדיין נראה מבולבל מכל הרעלים שהוא נחשף אליהם על קרקעית האוקיינוס. אדם יצטרך להוביל את הדרך.,,
280.msg,3,0,0,6,99,00000000,There seems to be a path through the seaweed leading down.  ,נראה שיש מעבר שעובר דרך האצות לכיוון מטה.,,
280.msg,3,0,0,7,99,00000000,There seems to be a path through the seaweed to the west. ,נראה שיש מעבר שעובר דרך האצות לכיוון מערב.,,
280.msg,3,0,0,9,99,00000000,The seaweed cannot be cleared away with Adam's garbage bag. ,לא ניתן לפנות את האצות עם שק האשפה של אדם.,,
280.msg,3,0,0,10,99,00000000,The kelp does not respond.,האצות לא מגיבות.,,
300.msg,1,0,0,1,3,00000000,"""Hey, Delphineus!  Where is this city anyway?"" ",היי דלפיניוס! איפה העיר הזו בכלל?,,
300.msg,1,0,0,2,3,00000000,"""There sure are a lot of seaweed fronds in here, Delphineus.""   ","בהחלט יש כאן הרבה אצות, דלפיניוס",,
300.msg,1,0,0,3,3,00000000,"""Are you sure you can't tell me which way to go, Delphineus?""        ","אתה בטוח שאתה לא יודע לאיזה דרך ללכת, דלפיניוס?",,
300.msg,1,0,0,4,3,00000000,"""Oh, alright.""        ","אה, אוקיי.",,
300.msg,2,0,0,1,4,00000000,"""This seaweed forest might be a pain to navigate but the plants are alive. Let's be careful not to disturb anything in here.""         ",יער האצות אולי קשה לניווט אבל הצמחים בו חיים. בואו נזהר ולא נפריע.,,
300.msg,2,0,0,2,4,00000000,"""It's around here somewhere.  Believe me, you'll know it when you see it.""  ","היא פה בסביבה. תאמין לי, אתה תדע כשתראה אותה.",,
300.msg,2,0,0,3,4,00000000,"""Sure are.  With fronds like these, who needs anemones?"" ",בהחלט. מרוב אצות לא רואים את היער.,,
300.msg,2,0,0,4,4,00000000,"""I'm just a sidekick, Adam.  You're the one getting the points for getting through this seaweed maze.""     ","אני רק העוזר, אדם. אתה זה שמקבל נקודות על הניווט דרך מבוך האצות.",,
300.msg,3,0,0,1,99,00000000,"Adam and Delphineus are in a maze of thick, layered seaweed and kelp. It's up to Adam to lead them out and find Eluria.  ",אדם ודלפיניוס נמצאים במבוך של אצות עבותות. היכולת שלהם לנווט את דרכם החוצה ואל אלוריה תלויה באדם.,,
300.msg,3,0,0,2,99,00000000,The seaweed is thick here and blocks any further movement east.     ,האצות כאן עבות ומונעות כל התקדמות נוספת מזרחה.,,
300.msg,3,0,0,4,99,00000000,The seaweed is too thick to swim through here but it thins out to the west. ,"האצות צפופות מכדי לשחות דרכן פה, אבל הצפיפות שלהן פוחתת במערב.",,
