"room","idx","original","translated","comments",""
"052","13","The robot might have something to say about that.","אולי יש לרובוט משהו להגיד בנידון.","",""
"052","14","Try approaching from a slightly different angle.","נסה לגשת מזווית טיפה שונה.","",""
"052","15","Get closer.","תתקרב.","",""
"053","0","That's a mighty big snake!","איזה נחש עצום!","",""
"053","1","They sure grow them big here, don't they!","אפשר לראות שיש להם פה תנאים מפנקים!","",""
"053","2","You sure wish you had one like that.","ברור שהיית רוצה אחד כזה.","",""
"053","3","I think that may be his intent.","נראה לי שזאת הכוונה שלו.","",""
"053","4","You left your Mark XII heavy duty, phased laser, pulsed neutron, blaster in your underwear drawer.","השארת את רובה הלייזר סימן 12 המבוסס על פולסים נויטרונים במגירת התחתונים","צ: הגהתי (זה הכל אותו מכשיר. mark זה 'סימן'. כמו מרכבה סימן 4. עדיין אפשר לשפר את התרגום, אבל לדעתי זה הכיוון.",""
"053","5","Gee,that's a very good idea.","בחיי, זה רעיון פשוט מעולה.","",""
"053","6","The only snake food here is you!","מזון הנחשים היחיד פה הוא אתה!","",""
"053","7","You say howdy, but all you get is a hiss in return.","אתה אומר אהלן, אולם בתמורה אתה מקבל ליחשוש.","",""
"053","8","You've been getting some mighty strange ideas from playing 'KQ II', haven't you? You loose 5 points.","עלו לך רעיונות מוזרים לראש מרוב משחק ב'מסע המלך 2', אה? הפסדת 5 נקודות.","",""
"053","9","You do have a charming personality, but I don't think that's going to cut it.","האישיות שלך מקסימה והכל, אבל לא נראה לי שהיא תספיק במקרה שלנו.","",""
"054","0","You see a flat expanse of desert and mountains to the north.","לפניך נגלה מרחב מדברי עצום ושלוחת הרים מצפון.","",""
"054","1","A range of craggy peaks appear on the horizon to the north. Occasionally, one is struck by lightning.","רכס פסגות מסולעות מתרומם באופק בצד צפון. מפעם לפעם, ברק מאיר את השמים.","",""
"054","2","The sky is alive with electrical activity as large ominous clouds make their way across the darkened sky.","השמים לוהטים מפעילות חשמלית עת עננים גדולים מבשרי רעות עושים את דרכם על רקע הרקיע הקודר.","",""
"054","3","It seems like this entire planet is one vast expanse of desert. About all you see is sand and rocks.","נראה שכל הכוכב הינו מדבר אחד גדול. כל מה שאתה רואה בערך זה חול וסלעים.","",""
"054","4","The ground beneath your feet is composed of an unusually colored sand. Other than it's bizzare coloration, you have no other interest in it. However... as you expectorate a mouthful of the wind blown sand you briefly reminisce about your adventure on Kerona (SQ I ).","האדמה מתחת לרגליך מורכבת מחול צבעוני יוצא דופן. מעבר לצבעו הביזארי, אינך מגלה בו כל עניין. אולם... כשאתה יורק במלוא הפה מן החול סחוף הרוח צפים בך זכרונות מתוקים מהרפתקת קרונה ('מסע בחלל 1').","",""
"054","5","You notice flashes of lightning to the north. You hope it doesn't move this way.","אתה מביט בעיניים קרועות בסופת ברקים בצפון. אתה יכול רק לקוות שהיא לא תשעט לכיוונך.","",""
"060","0","Gas vents beneath the lava occasionally form thick bubbles that last but a moment.","קילוחי גז מתחת ללבה יוצרים לעיתים קרובות בועות סמיכות שמחזיקות לזמן קצר.","",""
"062","0","Just walk right in!","פשוט צעד לשם!","",""
"062","1","My, my, this is one hot planet!  But you don't care, you're beating the heat with ThermoWeave underwear.","שכה יהיה לי טוב, איזה כוכב לוהט! אבל אתה לא מתרגש, כי אתה עושה להם בית ספר עם תחתוני התרמו-בד שלך.","",""
"062","2","My, my, this is one hot planet!  Hopefully you'll last more than a few minutes.","שכה יהיה לי טוב, איזה כוכב לוהט! מקווה שתשרוד יותר מכמה דקות.","",""
"062","3","The quakes started by the detonator have broken open a huge crack in the planet surface, which you and everything else in the vicinity have fallen into.  The super-heated magma does a quick work of boiling you alive.","האדמה החלה לרעוד ברגע שהרימון פער סדק ענק בפני הכוכב, שלתוכו אגב, נפלתם אתה וכל דבר אחר שהיה בסביבה. המגמה הסופר-לוהטת בישלה אותך בחיים במהירות שיא.","",""
"066","0","Why not just walk across?","למה פשוט לא ללכת מסביב?","",""
"066","1","I know you're quite a guy, but even you can't jump across such a wide crevice.","אני יודע שאתה אחלה גבר, אבל אפילו אתה לא מסוגל לקפוץ מעל נקיק כזה רחב.","",""
"066","2","You ponder the many uses of the metal pole, but just can't seem to figure out any way it could help you.","אתה מהרהר על מגוון השימושים הקיימים במוט מתכת, אבל אז מבין שאף אחד מהם לא יעזור לך בשעת צרה.","",""
"066","3","What for?","לשם מה?","",""
"066","4","The pole is too short to span the crevice.","המוט קצר מכדי להימתח מעל הנקיק.","צ: הגהתי",""
"066","5","My my, things have certainly changed since you were here last!  That unstable rock has fallen into the simmering lava below.","שכה אחיה, הרבה השתנה מאז ביקורך האחרון כאן! הסלע הלא יציב נפל אל תוך הלבה המעבעבת במעמקים.","",""
"066","6","Your brow furrows in grim determination as you prepare for a tremendous leap.","מצחך נחרש בהחלטיות עגמומית בעודך מתכונן לזינוק אדיר.","",""
"066","7","The impact of your landing set off the thermal detonator.   Your fragments are strewn over a wide area.","הנחיתה הקשה הפעילה את הרימון התרמו-גרעיני. רסיסיך התפזרו על פני שטח נרחב.","",""
"066","8","The Romanian judge gives you a 9.5!  A truly outstanding jump by one of the finest young athletes we've seen this season.   You'd like to try that again, but your pole seems to have fallen into the tumultuous lava below.","השופט הרומני פוסק לך 9.5! קפיצה יוצאת מגדר הרגיל על ידי אחד מהספורטאים הצעירים הטובים ביותר שנראו העונה. היית מאד רוצה לנסות את זה שנית, אבל המוט צנח אל תוך הלבה המפעפעת במעמקים.","צ: הגהתי",""
"066","9","The impact switch on the thermal detonator was triggered by your wobbling on the unstable rock.  Your fragments are strewn over a wide area.","מתג ההתנגשות שברימון התרמו-גרעיני הופעל כתוצאה מטלטלת הסלע הבלתי יציב. רסיסיך התפזרו על פני שטח נרחב.","צ: נדמה לי שיש ל impact switch תרגום עברי מקובל. לא זוכר מהו...",""
"066","10","It appears that parts of this planet's surface are not entirely stable.  Better be careful or you'll end up in that lava fondue below.","נראה שחלקים נרחבים משטח הכוכב אינם יציבים במיוחד. שמור על עצמך היטב או שתמצא את עצמך בתוך דייסת הלבה למטה.","",""
"069","0","There aren't any weapons here.","אין כאן נשק בנמצא.","",""
"069","1","The pirates are packing jello pistols.","הפיראטים אורזים אקדחי ג'לי.","צ: נראה לי שעדיף 'פיראטים'. בעל משמעות יותר עמוקה, למשל פיראטיות של תוכנה.",""
"069","2","The planet Ortega is truly a lava-lovers paradise.   Volcanic activity constantly reshapes its surface, so if you have any maps older than last week, throw 'em out.  A few pieces of research equipment are laying around.","כוכב אורטגה הינו גן עדן אמיתי לאוהבי לבה. פעילות געשית מעצבת מחדש את פניו ללא הרף, כך שאם יש לך מפות בנות יותר משבוע, זרוק אותן לפח. כמה חלקים של ציוד מחקרי מוטלים מסביב.","",""
