"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"48.0","string_82","Click on this to leave Droids-B-Us.","הקש כאן על מנת לצאת מרובוטים-זה-אנחנו.",""
"48.0","string_84","sign","שלט",""
"48.0","string_85","The plastoid letters on the wall spell out: ""Droids-B-Us""","אותיות הפלסטויד על הקיר מאייתות: ""רובוטים-זה-אנחנו""",""
"48.0","string_87","view screen","מרקע",""
"48.0","string_88","The viewscreen shows pictures of droids currently available in your rather limited price range.","המרקע מציג תמונות של דרואידים הזמינים כעת בהתאם לטווח המחירים המוגבל שלך.",""
"48.0","string_91","It looks like some sort of gigantic... diaphragm?","זה נראה כמו סוג של... סרעפת ענקית?",""
"48.0","string_92","power tubes","צינורות חשמל",""
"48.0","string_93","These tubes on the wall are power conduits.","הצינורות על הקיר מוליכים חשמל.",""
"48.0","string_95","work table","שולחן עבודה",""
"48.0","string_96","There are many robotic parts scattered about the work table.","חלקי חילוף רובוטיים רבים מפוזרים על שולחן העבודה.",""
"48.0","string_98","robot parts","חלקי רובוטים",""
"48.0","string_99","Many parts, bits, and pieces of robotic paraphanalia adorn the walls of this small store.","חלקים רבים, חלפים, וציוד רובוטי מקשטים את קירות החנות הקטנה.",""
"49.0","string_7"," OK. ","בסדר._",""
"49.0","string_8"," No. ","לא._",""
"5.0","string_0","This is another hallway aboard the Arcada. There is an elevator door nearby.","מולך עושה את דרכו מסדרון נוסף אל קרבי הארקדה. דלת מעלית נפערת בסמוך.",""
"5.0","string_4","a keycard.","כרטיס מגנטי.",""
"5.0","string_5","nothing.","כלום.",""
"5.0","string_7","Jerry","ג'רי",""
"5.0","string_8","It's all that remains of Jerry, one of the few technodudes aboard who sometimes tolerated your company. Your low clearance excluded you from visiting him during the performance of his duties in the elegant lower level airlock of the Arcada.","זה כל מה שנותר מג'רי, אחד מני גיקים בודדים על הסיפון שלעיתים אף סבל את נוכחותך. הסיווג הנמוך שלך שלל ממך את הזכות לבקרו במהלך מילוי תפקידו בקומה התחתונה האלגנטית של הארקדה.",""
"5.0","string_10","alert sign","שלט התראה",""
"5.0","string_11","Gee! The sign seems to be flashing. Could it be a warning of some kind? Who knows? You're always slower than normal after a nap.","אלוהים! השלט מהבהב. יכול להיות שמדובר באזהרה כלשהי? מי יודע? תמיד היית איטי מהרגיל לאחר שנת הצהריים.",""
"5.0","string_13","elevator door","דלת מעלית",""
"5.0","string_14","These appear to be doors to an elevator.","נראה שאלה דלתות מעלית.",""
"5.0","string_16","elevator","מעלית",""
"51.0","string_0","You're next to a large hatch in the side of this ship.","אתה עומד בסמוך לפתח גדול בקצה החללית.",""
"51.0","string_17","airlock door","דלת מנעל אוויר",""
"51.0","string_21","airlock handle","ידית מנעל אוויר",""
"53.0","string_0","You have fallen into an airlock aboard the Sarien ship Deltaur.","נפלת אל תוך מנעל אוויר על סיפונה של ספינת הסרייאנים דלטאור.",""
"53.0","string_11","Keycard slot","קורא כרטיסים",""
"54.0","string_23","vent shaft","פיר אוורור",""
"54.0","string_24","A large vent shaft protrudes from the left wall of the storage room.","פיר אוורור גדול בולט מפני הקיר השמאלי של חדר האחסון.",""
"54.0","string_27","Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",""
"54.0","string_28","airlock","מנעל אוויר",""
"54.0","string_29","That is the way back to the airlock, which is completely sealed and inaccessable to you.","זאת הדרך חזרה אל מנעל האוויר, שכעת אטומה לחלוטין ואינה נגישה עבורך.",""
"54.0","string_31","storage vault","כספת אחסון",""
"54.0","string_32","Two enormous storage vaults take up one whole wall of the room.","שתי כספות אחסון אדירות גוזלות קיר שלם מהחדר.",""
"54.0","string_34","storage room","כספת אחסון",""
"55.0","string_22","vent grill","פתח אוורור",""
"55.0","string_24","No ship would be complete without official ship rats.","עכברוש",""
"55.0","string_25","rat","אף ספינה לא תהיה מושלמת ללא עכברושי ספינה רשמיים.",""
"55.0","string_30","The ladder seems to provide access to vent shafts above and below this one.","הסולם מאפשר גישה לפירי האוורור מעל ומתחת לזה.",""
"57.0","string_0","This room is similar to the storage room, with a large machine installed in one bulkhead.","החדר הזה דומה לחדר האחסון, עם מכונה גדולה מותקנת באחת הדפנות.",""
"57.0","string_4","On the floor sits the trunk you rode here in.","על הקרקע מוטלת המזוודה שעליה רכבת הנה.",""
"57.0","string_6","This is the protruding terminus of the vent shaft by which you entered.","זוהי התחנה הסופית של פיר האוורור שממנו נכנסת.",""
"57.0","string_8","Behind the glass door of the machine, you can see a helmet that has been carelessly left inside after the dry cycle.","מאחורי דלת הזכוכית, אתה רואה קסדה שנותרה גלמודה לאחר הניקוי היבש.",""
"57.0","string_13","vent shaft","פיר אוורור",""
"57.0","string_14","A large vent shaft protrudes from the left wall of the laundry room.","פיר אוורור גדול בולט מן כותלו השמאלי של חדר הכביסה.",""
"57.0","string_17","Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",""
"57.0","string_18","storage room","חדר אחסון",""
"57.0","string_22","washing machine","מכונת כביסה",""
"57.0","string_23","This is almost certainly a cheap Sarien knock-off of the genuine Cleanse-O-Matic Rinse 'n Dip used to launder the crew uniforms aboard the Arcada.","לפנינו קרוב לודאי חיקוי סריאני זול של מכונת הטיהורומט שטוף וטבול שתפקידה הוא לכבס את מדי הצוות על סיפון הארקדה.",""
"58.0","string_0","Rows of weapons on the wall tell you that you are in the Deltaur's Weapons Dispensary. There is a service droid behind the weapons counter.","שורות של כלי נשק על הקיר מספרים לך כי הגעת אל נשקיית הדלטאור. דרואיד שירות עומד מאחורי הדלפק.",""
"58.0","string_4","A gas grenade.","רימון גז.",""
"58.0","string_9","A robot serves behins the counter. Its appearance is that of a plain and unintelligent droid. But then, looks can be deceiving as in your case.","רובוט נותן שירות מאחורי הדלפק. הוא נראה דרואיד תם שהפיקחות ממנו והלאה. אך עם זאת, מראה יכול להטעות במקרה שלך.",""
"58.0","string_11","store room","חדר אחסון",""
"58.0","string_13","counter top","ראש הדלפק",""
"58.0","string_14","This is a long S-shaped counter top that runs from one end of the armory to the other. At one end there is an opening, probably used to allow access to the other side of counter.","דלפק פתלתול וארוך משתרע מקצהו האחד של מחסן הנשק אל קצהו השני. באחד הקצוות ישנו פתח, המספק גישה אל עברו השני של הדלפק.",""
"58.0","string_16","counter top openning","פתח בדלפק",""
"58.0","string_17","This is an opening in the counter used to gain access behind the counter.","זהו פתח בדלפק המאפשר גישה אל מאחורי הדלפק.",""
"58.0","string_20","Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",""
"59.0","string_0","You're in a hallway on the upper level of the Deltaur.","אתה בפרוזדור המפלס העליון על הדלטאור.",""
"59.0","string_1","This is an elevator to one of the lower levels.","מעלית זו יורדת אל אחד מהמפלסים התחתונים.",""
"59.0","string_2","This is an elevator to one of the upper levels.","מעלית זו עולה אל אחד מהמפלסים העליונים.",""
