file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
225.msg-17-0-3-1-,225.msg,17,0,3,1,99,00000001,You think you heard Cliffy beaming in. It might be a good idea to give him that android head.,אתה חושב ששמעת את צוקי משתגר פנימה. זה יכול להיות רעיון טוב לתת לו את ראש האנדרואידית.,,
225.msg-17-4-5-1-,225.msg,17,4,5,1,99,00000001,The sound of the transporter activating and a muffled curse from the next room announces your chief engineer's reappearance on the Eureka.,רעש הפעלת המשגר וקללות עמומות מהחדר הסמוך מכריזות על הופעתו של מהנדסך הראשי ביוריקה.,,
225.msg-17-4-3-1-,225.msg,17,4,3,1,99,00000001,"You better go see Cliffy, first.","כדאי שתלך לראות את צוקי, דבר ראשון.",,
225.msg-17-1-0-1-,225.msg,17,1,0,1,99,00000001,The Engineering section for the Eureka. This is Cliffy's domain and he's more at home here than a game programmer is at his computer.,אגף ההנדסה ביוריקה. זוהי ממלכתו הפרטית של צוקי והוא מרגיש פה יותר בבית מאשר מתכנת על מחשבו האישי.,,
225.msg-9-1-0-1-,225.msg,9,1,0,1,99,00000001,Beyond this door the Eureka's science lab and transporter room. Enter at own risk.,מאחורי דלת זו נמצאים מעבדת היוריקה וחדר השיגור. הכניסה על אחריותך בלבד.,,
225.msg-10-0-0-1-,225.msg,10,0,0,1,19,00000001,|f3|SPIKE! HEEL BOY... HEEEL!,קוץ! ארצה ילד... ארצה!,,
225.msg-11-0-0-1-,225.msg,11,0,0,1,23,00000001,"There's definitely something in there, Cap'n.","יש שם משהו בוודאות, קפטן.",,
225.msg-11-0-0-2-,225.msg,11,0,0,2,23,00000001,Could be dangerous. You go first.,זה עלול להיות מסוכן. אתה ראשון.,,
225.msg-12-0-0-1-,225.msg,12,0,0,1,19,00000001,Mmmrph Mmmph!,מממרפ מממפ!,,
225.msg-12-1-0-1-,225.msg,12,1,0,1,99,00000001,It's a baby face hugger. Isn't he cuuute.,זה גור חבקני פנים. נכון שהוא חמוד?,,
225.msg-13-0-0-1-,225.msg,13,0,0,1,19,00000001,HEY! Where ya goin' little fella?,הי! לאן אתה הולך קטנצ'יק?,,
225.msg-21-1-0-1-,225.msg,21,1,0,1,99,00000001,This is your chief engineer's tool box. It's filled with the gadgets and gizmos Cliffy uses to keep the Eureka spaceworthy.,זהו ארגז הכלים של המהנדס הראשי. הוא מלא בהמצאות ופטנטים המשמשים את צוקי לאחזקת היוריקה בכשירות חללית.,,
225.msg-14-1-0-1-,225.msg,14,1,0,1,99,00000001,These controls open the door to the trash compartment.,בקרים אלה פותחים את הדלת אל תא הזבל.,,
225.msg-22-1-0-1-,225.msg,22,1,0,1,99,00000001,The thick metal door strains in protest as the massive pukoid blob creature tries to liberate itself from the confines of the trash compartment.,דלת המתכת העבה חורקת במחאה כאשר היצור הגושי המסיבי מנסה לשחרר את עצמו מגבולות תא הזבל.,,
225.msg-15-1-0-1-,225.msg,15,1,0,1,99,00000001,Behind this door is the Eureka's Refuse Containment Compartment.,מאחורי דלת זו שוכן תא הטמנת האשפה.,,
225.msg-16-4-0-1-,225.msg,16,4,0,1,19,00000001,Naw! I'm sure Cliffy won't mind cleaning it up!,לא! אני בטוח שצוקי ישמח לנקות את זה!,,
225.msg-16-1-0-1-,225.msg,16,1,0,1,99,00000001,"It has the appearance and aroma of rotting garbage. My, what a lovely smell you've discovered...","יש לזה מראה וניחוח של אשפה מרקיבה. בחיי, איזה ריח נפלא גילית...",,
226.msg-1-1-0-1-,226.msg,1,1,0,1,99,00000001,This appears to be a roll of anti-acid tablets.,נראה שזו חפיסה של טבליות נוגדות חומצה.,,
226.msg-2-1-0-1-,226.msg,2,1,0,1,99,00000001,"Cliffy's toolbox is filled with miscellaneous bits of junk and tools of every size, shape, and description.","ארגז הכלים של צוקי מלא בחלקי גרוטאות ובכלים מכלים שונים מכל הגדלים, הצורות, והמינים.",,
226.msg-3-4-0-1-,226.msg,3,4,0,1,99,00000001,CLEAN UP TOOLBOX,נקה ארגז כלים,,
226.msg-3-1-0-1-,226.msg,3,1,0,1,99,00000001,This button activates the toolbox's automatic cleaning function.,כפתור זה מפעיל את פונקציית הניקוי האוטומטי של ארגז הכלים.,,
226.msg-4-1-0-1-,226.msg,4,1,0,1,99,00000001,It's a small drill.,מקדחה קטנה.,,
226.msg-5-1-0-1-,226.msg,5,1,0,1,99,00000001,It's a large drill.,מקדחה גדולה.,,
226.msg-6-1-0-1-,226.msg,6,1,0,1,99,00000001,It has the appearance of a turkey baster. Wonder what Cliffy uses it for.,יש לזה חזות של מזלף. מעניין למה צוקי צריך את זה.,,
226.msg-7-4-0-1-,226.msg,7,4,0,1,99,00000001,EXIT,יציאה,,
226.msg-7-1-0-1-,226.msg,7,1,0,1,99,00000001,Exit.,יציאה.,,
226.msg-8-1-0-1-,226.msg,8,1,0,1,99,00000001,Spare fuse.,נתיך חילופי.,,
226.msg-9-1-0-1-,226.msg,9,1,0,1,99,00000001,It's a doo hickey.,זה מה שמו.,,
226.msg-10-1-0-1-,226.msg,10,1,0,1,99,00000001,High tech thingamabob.,מה שמו טכנולוגי מתקדם.,,
226.msg-11-1-0-1-,226.msg,11,1,0,1,99,00000001,A whatchamacallit.,איך-שלא-קוראים-לזה.,,
226.msg-12-1-0-1-,226.msg,12,1,0,1,99,00000001,A space gizmo.,אביזר חלל.,,
226.msg-13-1-0-1-,226.msg,13,1,0,1,99,00000001,This device is specially designed to cut through the shrink wrap on software packages.,מכשיר זה תוכנן במיוחד לחיתוך עטיפות ניילון על אריזות תוכנה.,,
226.msg-14-1-0-1-,226.msg,14,1,0,1,99,00000001,A hot glue gun. Great for a laugh on unsuspecting party guests.,אקדח דבק חם. מעולה לבדיחות על חשבון אורחי מסיבה תמימים.,,
226.msg-15-1-0-1-,226.msg,15,1,0,1,99,00000001,This is Cliffy's tool of choice when working on the Eureka's delicate and temperamental electronics systems.,זה הכלי המועדף על צוקי כאשר הוא עובד על מערכות החשמל ההפכפכות והמעודנות של היוריקה.,,
226.msg-16-1-0-1-,226.msg,16,1,0,1,99,00000001,It's a hole punch. Heaven knows what Cliffy uses this for.,מחורר. השם יודע מה צוקי עושה עם זה.,,
226.msg-17-4-0-1-,226.msg,17,4,0,1,99,00000001,PUT IN INVENTORY,הכנס למלאי,,
226.msg-17-1-0-1-,226.msg,17,1,0,1,99,00000001,This button adds an item to your inventory.,כפתור זה מוסיף חפצים למלאי שלך.,,
226.msg-18-1-0-1-,226.msg,18,1,0,1,99,00000001,It's a pizza wheel to cutta your pizza-pie.,זה גלגל פיצה כדי לחתוך את פשטידת הפיצה שלך.,,
226.msg-19-1-0-1-,226.msg,19,1,0,1,99,00000001,A pair of pliers.,צבת.,,
226.msg-20-1-0-1-,226.msg,20,1,0,1,99,00000001,A screwdriver. ,מברג.,,
226.msg-21-1-0-1-,226.msg,21,1,0,1,99,00000001,Spark plug.,מצת.,,
226.msg-22-0-1-1-,226.msg,22,0,1,1,99,00000001,You don't need this tool.,אתה לא צריך את הכלי הזה.,,
226.msg-22-0-2-1-,226.msg,22,0,2,1,99,00000001,"In order not to irk Cliffy, you put back the tools where you found them.","על מנת שלא להרגיז את צוקי, אתה מניח בחזרה את הכלים במקום שמצאת אותם.",,
226.msg-22-0-3-1-,226.msg,22,0,3,1,99,00000001,"Thinking this might be a handy item, you take it with you.","בהרהרך על כך כי פריט זה עשוי להביא תועלת, אתה לוקח אותו איתך.",,
226.msg-23-1-0-1-,226.msg,23,1,0,1,99,00000001,A Schmears brand Crafts-alien laser cutting torch.,מבער ריתוך לייזר מלאכת-חייזר תוצרת שמיר.,,
226.msg-24-1-0-1-,226.msg,24,1,0,1,99,00000001,"It's one of those nifty portable, hand-held vacuums. You know, the kind that can't even pick up bread crumbs.","זהו אחד מאותם שואבי אבק ידניים, ניידים ומתוחכמים. אתה יודע, מהסוג ששואב אפילו פירורי לחם.",,
226.msg-25-1-0-1-,226.msg,25,1,0,1,99,00000001,I don't think you'd be able to wrench this tool away from Cliffy.,אני לא חושב שתצליח לשלוף את הכלי הזה מצוקי.,,
228.msg-0-0-0-1-,228.msg,0,0,0,1,99,00000001,"Realizing it's not a good idea to interrupt the power to critically important circuits, you replace the fuses before leaving.","משהבנת שאין זה רעיון טוב לקטוע את החשמל מלזרום בחופשיות במעגלים חשובים, אתה מחליף את הנתיכים לפני שאתה עוזב.",,
228.msg-5-0-0-1-,228.msg,5,0,0,1,99,00000000,"Thinking it might come in handy later, you put the extra fuse back in your pocket.","עולה בדעתך כי הדבר עשוי להביא תועלת בהמשך, ומאפסן את הנתיך הנוסף בכיסך.",,
228.msg-1-0-0-1-,228.msg,1,0,0,1,99,00000001,Scrutinizing the diagram below the power bus you see the  word ''Lighting'' on the schematic next to this fuse.,"בבחינת התרשים מתחת לאפיק החשמל אתה קורא את המילה ""תאורה"" על השרטוט ליד הנתיך.",,
228.msg-1-0-0-2-,228.msg,1,0,0,2,99,00000001,The wiring chart indicates this fuse controls the Main Transporter Power Coupling.,תרשים החיווט מלמד כי נתיך זה שולט על ממסר הפחת של המשגר הראשי.,,
228.msg-1-0-0-3-,228.msg,1,0,0,3,99,00000001,The unenlightening phrase ''VGA-EGA Interlock'' appears on the diagram next to this fuse.,"הביטוי מחשיך העיניים ""משלב VGA-EGA"" מופיע על התרשים לצד הנתיך.",,
228.msg-1-0-0-4-,228.msg,1,0,0,4,99,00000001,There is a smudge on the diagram that partially obscures the writing next to this fuse. ''_ower Supply'' is all that's visible of the description.,"כתם על התרשים מסתיר חלקית את הכיתוב ליד הנתיך. ""_ספקת חשמל"" זה כל מה שניתן לראות מהתיאור.",,
228.msg-1-0-0-5-,228.msg,1,0,0,5,99,00000001,The description for this fuse is ''Cockpit Glazing Blemish Removers.'',"תיאור הנתיך הזה הינו ""מסיר כתמי זיגוג בתא הטייס.""",,
228.msg-1-0-0-6-,228.msg,1,0,0,6,99,00000001,The diagram claims this fuse is to the Life Support Systems.,התרשים טוען כי נתיך זה מיועד למערכות תומכות חיים.,,
228.msg-2-1-0-1-,228.msg,2,1,0,1,99,00000001,High Voltage Circuit Fuse.,מפסק זרם במתח גבוה.,,
228.msg-3-0-0-1-,228.msg,3,0,0,1,19,00000001,Oops!,אופס!,,
228.msg-4-0-0-1-,228.msg,4,0,0,1,99,00000001,That fuse doesn't fit there.,הנתיך הזה לא מתאים לשם.,,
228.msg-4-0-1-1-,228.msg,4,0,1,1,99,00000000,"Realizing you've left a good fuse in the wrong socket, you correct your mistake.","בהבינך כי השארת נתיך טוב בשקע שגוי, אתה מתקן את הטעות שלך.",,
230.msg-1-0-0-1-,230.msg,1,0,0,1,19,00000001,What the...?,מה לכל...?,,
230.msg-1-0-0-2-,230.msg,1,0,0,2,19,00000001,Hey! He's a cute little bugger! I think I'll keep him.,הי! הוא ברנש קטן וחמוד! נראה לי שאשמור אותו לעצמי.,,
230.msg-1-0-0-3-,230.msg,1,0,0,3,19,00000001,I'll call him Spike!,אני אקרא לו קוץ!,,
24.msg-1-8-0-1-,24.msg,1,8,0,1,97,00000001,THIS IS THE DETAIL SLIDER ,זהו מחוון הפירוט,,
24.msg-2-8-0-1-,24.msg,2,8,0,1,97,00000001,THIS IS THE GAME CONTROL ABOUT ICON ,זוהי צלמית האודות,,
24.msg-3-8-0-1-,24.msg,3,8,0,1,97,00000001,THIS IS THE GAME CONTROL HELP ICON       ,זוהי צלמית העזרה,,
24.msg-4-8-0-1-,24.msg,4,8,0,1,97,00000001,THIS IS THE GAME CONTROL OK ICON ,זוהי צלמית האישור,,
24.msg-5-8-0-1-,24.msg,5,8,0,1,97,00000001,THIS IS THE GAME CONTROL QUIT ICON ,זוהי צלמית היציאה,,
24.msg-6-8-0-1-,24.msg,6,8,0,1,97,00000001,THIS IS THE GAME CONTROL RESTART ICON ,זוהי צלמית האתחול,,
24.msg-7-8-0-1-,24.msg,7,8,0,1,97,00000001,THIS IS THE GAME CONTROL RESTORE ICON ,זוהי צלמית הטעינה,,
24.msg-8-8-0-1-,24.msg,8,8,0,1,97,00000001,THIS IS THE GAME CONTROL SAVE ICON ,זוהי צלמית השמירה,,
24.msg-9-8-0-1-,24.msg,9,8,0,1,97,00000001,THIS IS THE SPEED SLIDER ,זהו מחוון המהירות,,
24.msg-10-8-0-1-,24.msg,10,8,0,1,97,00000001,THIS IS THE VOLUME SLIDER ,זהו מחוון עוצמת הקול,,
240.msg-1-2-1-1-,240.msg,1,2,1,1,26,00000001,"Ugh. Sorry, I tried to kick your butt back there on the planet, Captain Wilco. I thought you were one of those pukoid mutants.","אהה. מתנצלת, ניסיתי לקרוע אותך שם על הכוכב, קפטן ווילקו. חשבתי שאתה אחד מאותם מוטנטים פיוקואידים.",,
240.msg-1-2-1-2-,240.msg,1,2,1,2,19,00000001,"Call me Roger, and don't worry about it.","קראי לי רוג'ר, ואין לך מה לדאוג.",,
240.msg-1-2-1-3-,240.msg,1,2,1,3,26,00000001,"I don't think I'm going to make it, Roger. One of those bastards nicked me with that awful primordial soup...","אני לא חושבת שאשרוד את זה, רוג'ר. אחד הממזרים פצע אותי עם המרק הקדמוני האיום הזה...",,
240.msg-1-2-1-4-,240.msg,1,2,1,4,19,00000001,"Don't worry, we'll fix you up. There's got to be a cure!","אל דאגה, אנחנו נרפא אותך. חייבת להיות תרופה!",,
240.msg-1-2-1-5-,240.msg,1,2,1,5,26,00000001,I'm afraid not. The only thing you can do is slow down the mutations by putting me into cryogenic suspension.,אני חוששת שלא. הדבר היחיד שאתה יכול לעשות כדי להאט את התפשטות המוטציה הוא להכניס אותי להשהייה קריוגנית.,,
240.msg-1-2-1-6-,240.msg,1,2,1,6,19,00000001,Beatrice! You're asking me to freeze you--and we were getting along so well...,ביאטריס! את מבקשת ממני להקפיא אותך--עד שאנחנו מסתדרים כל כך טוב...,,
240.msg-1-2-1-7-,240.msg,1,2,1,7,26,00000001,"I must admit I thought you were a real putz back at the academy, Roger.","אני חייבת להודות שחשבתי שאתה פוץ אמיתי שם באקדמיה, רוג'ר.",,
240.msg-1-2-1-8-,240.msg,1,2,1,8,26,00000001,But you've turned out to be an OK guy... maybe even more than ok...,אבל התגלית כבחור סבבה לגמרי... אולי אפילו קצת יותר מסבבה...,,
240.msg-1-2-1-9-,240.msg,1,2,1,9,26,00000001,But we don't have any time for that now. I'm probably not going to make it and the Pukoids have to be stopped before they trash the entire Star Confederation.,אבל אין לנו זמן לזה כרגע. אני כנראה לא אשרוד ואת הפיוקואידים חובה לעצור לפני שהם ישמידו את צבר-כוכבא כולו.,,
240.msg-1-2-1-10-,240.msg,1,2,1,10,19,00000001,How? The Goliath could be parsecs away by now! We'll never catch them before they reach StarCon!,איך? הגוליית כבר יכולה להיות במרחק שנות אור! אין סיכוי שנדביק אותם לפני שהם יגיעו לצבר-כוכבא!,,
240.msg-1-2-1-11-,240.msg,1,2,1,11,26,00000001,They aren't going to get far without this. It's the Goliath's warp distributor cap.,הם לא יגיעו רחוק בלי הדבר הזה. זה מכסה מפלג העל-חלל של הגוליית.,,
240.msg-1-2-1-12-,240.msg,1,2,1,12,19,00000001,Bea! You're a genius!,בי! את גאונה!,,
240.msg-1-2-1-13-,240.msg,1,2,1,13,26,00000001,I know... Unnnh... Now put me in the cryo chamber... quickly...,אני יודעת... אהההה... עכשיו שים אותי בתא ההקפאה... מהר...,,
240.msg-1-2-1-14-,240.msg,1,2,1,14,23,00000001,What the... Who's that Cap'n.?,מה לכל... מי זאת קפטן?,,
