res,id,msg,translation,comment
32,185,"Who is this ""Sewer Jacques"" character, anyway?","אז מי הוא בעצם ""ז'ק הביבים"" הזה?",
32,186,"Ah, if we but knew that, we could have him in custody in an hour.","אה, אילו רק היינו יודעים, היינו תופסים אותו תוך שעה.",
32,187,But he is cunning.,אבל הוא ערמומי.,
32,188,To despoil the sewers of our fair city he has committed many deceptions!,כדי לבזוז את מערכות השפכים של עירנו הנאוה הוא ביצע תרמיות אין ספור!,
32,189,He has pretended to be a police officer and deluded a poor war veteran!,הוא התחזה לשוטר והוליך שולל גיבור מלחמה אומלל!,
32,190,Uh - oh...,הו - הו...,
32,191,He has pretended to be a jongleur...,הוא העמיד פני ז'ונגלר...,
32,192,"Boy, is that the time?","בחיי, זה אמיתי?",
32,193,... and an American tourist!,...ותייר אמריקאי!,
32,194,"What nationality are you, m'sieur?","מה המוצא שלך, מיסייה?",
32,195,"Canadian. Well, gotta go! See you!","קנדי. טוב, חייב לרוץ! נתראה!",
32,196,"Well, it's not everyone who can say that they started an urban myth.","טוב, לא כל אחד זוכה לאגדה אורבנית שנקראת על שמו.",
32,197,What do you know about the Knights Templar?,מה ידוע לך על מסדר אבירי היכל שלמה?,
32,198,Les Templiers? Only that they were excommunicated in thirteen twelve...,לה טומפליה? רק שהם הוגלו בשנת אלף שלוש מאות ושתים עשרה...,
32,199,... and hanged in their dozens - within this very square!,...ונתלו במאותיהם - בכיכר זו ממש!,
32,200,"Boy, what they teach in police academy these days!","בחיי, מה שמלמדים בבתי הספר לשוטרים בימינו!",
32,201,"Non, m'sieur. I read it on that board over there.","נו, מיסייה. קראתי את זה על הלוח שם.",
32,202,What do you think of the juggler?,מה דעתך על הלהטוטן הזה?,
32,203,"Ah, he is excellent! Most watchable!","אה, הוא חבל על הזמן! משהו שלא מן העולם הזה!",
32,204,But he's blocking the thoroughfare and obstructing traffic!,אבל הוא חוסם את הרחוב הראשי ומפריע לתנועה!,
32,205,So? He is amusing. The traffic isn't.,ואז? הוא מבדר. התנועה לא.,
32,206,"If he wants to block it who am I to say, ""No""?","אם הוא רוצה לחסום מי אני שאגיד, ""לא""?",
32,207,You're a cop!,אתה שוטר!,
32,208,"Ah, oui. So I am. Ah, well.","אה, ווי. גם שוטר. נו מילא.",
32,209,So you're not going to do anything about this guy?,אז אתה לא מתכוון לעשות שום דבר בקשר אליו?,
32,210,Non.,נו.,
32,211,He probably doesn't even have a license!,בטח אין לו אפילו רשיון!,
32,212,Ah! A license! This I had not considered!,אה! רשיון! על זה לא חשבתי!,
32,213,So what are you going to do?,אז מה אתה הולך לעשות?,
32,214,The instant I return to the station I shall check.,ברגע שאחזור לתחנה אריץ בדיקה.,
32,215,Return to the station? Why not just ask him?,לחזור לתחנה? למה שלא תשאל אותו?,
32,216,And spoil his concentration? What kind of a barbarian do you take me for?,ולהפריע לו בריכוז? איזה סוג של ברברי אני נראה לך?,
32,217,I'll see you around.,נתראה.,
32,218,"Oui, m'sieur. I'll be here.","ווי, מיסייה. אני אהיה כאן.",
32,219,Look at this gem. What do you think?,תסתכל על היהלום הזה. מה דעתך עליו?,
32,220,Cut glass.,זכוכית מלוטשת.,
32,221,"No, it's not! It's for real!","לא, זה לא! זה אמיתי!",
32,222,What kind of madman would go around waving a priceless gem under people's noses?,מי המטורף שיסתובב ברחוב וינפנף ביהלום יקר ערך מול פרצופם של אנשים?,
32,223,So either it's glass or I'm mad?,אז או שזה זכוכית או שאני מטורף?,
32,224,I didn't like to think about that for too long.,לא חשבתי על זה עד כדי כך לעומק.,
32,225,Would you like to shake...,תרצה ללחוץ את...,
32,226,I stopped myself barely in time.,עצרתי את עצמי בשניה האחרונה.,
32,227,Electrocuting a cop would not have been smart.,חישמול שוטר לא יהיה צעד חכם במיוחד.,
32,228,They'd rebuild the Bastille just so they could throw me in and throw away the key.,הם יבנו את הבסטיליה מחדש רק כדי שהם יוכלו לזרוק אותי לשם ולהשליך את המפתח למצולות.,
32,229,Do you know what this is?,אתה יודע מה זה?,
32,230,It's a sewer key.,מפתח ביוב.,
32,231,Does it mean anything to you?,זה אומר לך משהו?,
32,232,Do you belong to some obscure arm of the Masons?,אתה שייך לאיזו זרוע אלמונית של הבונים החופשיים?,
32,233,Have you seen this man before?,נתקלת באיש הזה פעם?,
32,234,Non. Who is it?,נו. מי זה?,
32,235,I believe him to be an international assassin!,אני מאמין שהוא מתנקש בינלאומי!,
32,236,Oh.,אה.,
32,237,Is that all you can say? `Oh'?,זה כל מה שיש לך להגיד? 'אה'?,
32,238,I did wonder if I should say that I believe you to be a international paranoiac...,התחבטתי אם להגיד שאני מאמין שאתה פרנואיד בינלאומי...,
32,239,...but it didn't seem polite.,...אבל זה לא היה נראה לי מנומס.,
32,240,What do you think of this?,מה אתה חושב על זה?,
32,241,A blood pressure sleeve.,שרוול לחץ דם.,
32,242,Don't you want to know why I'm carrying it?,לא מעניין אותך לדעת למה אני סוחב את זה עלי?,
32,243,"Non, that would be dangerously similar to `making inquiries'.","נו, זה יהיה דומה בצורה מסוכנת ל'פתיחת חקירה'.",
32,244,I might get a reputation for taking my job seriously.,ומישהו עוד עלול לחשוד בי שאני לוקח את העבודה שלי ברצינות.,
32,245,Take a look at this.,תראה את זה.,
32,246,"Ah, an electrician!","אה, חשמלאי!",
32,247,My TV has been acting up. Could you fix it?,הטלויזיה שלי מרצדת. אתה יכול לתקן לי אותה?,
32,248,I doubt it. This isn't my ID.,אני בספק. זה לא תג זיהוי שלי.,
32,249,Do you know what this is?,אתה יודע מה זה?,
32,250,A-ha! You Americans with your notorious `nose candy'!,אה-אה! אתם האמריקאים עם ה'אקסטזי' הידוע לשמצה שלכם!,
32,251,"I read `Hollywood Wives', I know all about it!","אני קורא 'נשות הוליווד', אני יודע הכול!",
32,252,"If you tried to sniff this stuff, you'd wall up your sinus.","אם תנסה להסניף את החומר הזה, הוא יסתום לך את כל הסינוסים.",
32,253,It's plaster of Paris.,זה גבס.,
32,254,It is? Thank Heavens.,וואלה? תודה לאל.,
32,255,"For one awful moment, I thought I might actually have to arrest somebody.","לרגע נורא אחד, חשבתי שבאמת אצטרך לעצור מישהו.",
32,256,"Alors, the paperwork. You have no idea.","אלו, הניירת. אין לך מושג.",
32,257,"I've shown you this plaster, haven't I? ","הראית לך את הגבס הזה, כן?",
32,258,"Oui, m'sieur. ","ווי, מיסייה.",
32,259,Does this red nose mean anything to you?,האם האף האדום הזה אומר לך משהו?,
32,260,A-ha! A prosthetic nose!,"אה, אה! אף תותבת!",
32,261,Very significant!,חשוב מאוד!,
32,262,It is?,באמת?,
32,263,Non. I am just having a little joke.,נו. אני סתם מתלוצץ.,
32,264,Non.,נו.,
32,265,Ah! You are a clown?,אה! אתה ליצן?,
32,266,Do I look like a clown?,אני נראה כמו ליצן?,
32,267,"Non, although you juggle like one.","נו, למרות שאתה מכדרר כמו אחד.",
32,268,"Now, if I'd known you were a clown it would have been amusing...","עכשיו, אם הייתי יודע שאתה ליצן היית משעשע...",
32,269,...and not a humiliation for you.,...ולא משפיל את עצמך.,
32,270,What do you mean?,מה אתה מתכוון?,
32,271,Who ever heard of a plain-clothes clown?,שמעת פעם על ליצן עם בגדים רגילים?,
32,272,He had a point.,היה משהו בדבריו.,
32,273,"So you're saying that if I juggle badly with a red nose, I'd be the king of comedy...","אז אתה אומר שאם אני מכדרר עם אף אדום, אני מלך הקומדיה...",
32,274,...but if I juggle badly without it...,...אך אם אני מכדרר גרוע בלי זה...,
32,275,"...you look like a pathetic loon. Oui, monsieur. You have it. ","...אתה תיראה שוטה מעורר רחמים. ווי, מיסייה. תפסת את הרעיון.",
32,276,What do you make of this greasepaint-stained tissue?,מה אתה מסיק מהממחטה מוכתמת-איפור זו?,
32,277,Delightful. Would you like to see some of my used tissues?,מלבב. תרצה גם אתה לראות כמה מהממחטות המשומשות שלי?,
32,278,"Hell, no!",בחיים לא!,
32,279,Then please put yours away.,אז בבקשה תרחיק את שלך.,
32,280,Does this matchbook mean anything to you?,האם קופסת גפרורים זו אומרת לך משהו?,
32,281,The pattern looks Middle Eastern.,הדוגמה נראית מזרח תיכונית.,
32,282,"Beyond that, who knows?","מעבר לזה, מי יודע?",
32,283,What do you know about medieval ironmongery?,מה ידוע לך על כלי ברזל מתקופת ימי הביניים?,
32,284,Have a look at this little baby.,תעיף מבט בדבר המתוק הזה.,
32,285,A tripod. What is it for?,חצובה. למה היא נועדה?,
32,286,You mean you don't know?,אתה רוצה לומר שאתה לא יודע?,
32,287,"No, monsieur. Nor do you, I think.","לא, מיסייה. גם אתה לא, כנראה.",
32,288,What does this chalice suggest to you?,מה מרמז לך הגביע הזה?,
32,289,Wine. ,יין.,
32,290,What does this chalice suggest to you?,מה מרמז לך הגביע הזה?,
32,291,Wine. ,יין.,
32,292,A typically Parisian sidewalk café.,בית קפה פינתי פריזאי טיפוסי.,
32,293,Wait a minute. Let me get this straight...,"חכה דקה, תן לי לראות שהבנתי...",
32,294,Oui - uh... yes!,ווי - אה... כן!,
32,295,"For a moment, an idea capered around near the spotlight of my attention...","לרגע קט, הרעיון הצליף בי במעמקי התת מודע שלי...",
32,296,"Les Templiers? Ah, their last Grand Master, Jacques de Molay was burnt...","לה טומפליה? אה, המנהיג העליון שלהם, ז'ק דה מולי הועלה על המוקד...",
32,297,Ah! You are a clown?,אה! אתה ליצן?,
32,298,Do I look like a clown?,אני נראה כמו ליצן?,
32,299,"Non, although you juggle like one.","נו, למרות שאתה מכדרר כמו אחד.",
32,300,"Now, if I'd known you were a clown it would have been amusing...","עכשיו, אם הייתי יודע שאתה ליצן היית משעשע...",
32,301,...and not a humiliation for you.,...ולא משפיל את עצמך.,
32,302,What do you mean?,למה אתה מתכוון?,
32,303,Who ever heard of a plain-clothes clown?,שמעת פעם על ליצן בבגדים רגילים?,
32,304,He had a point.,היה משהו בדבריו.,
32,305,"So you're saying that if I juggle badly with a red nose, I'd be the king of comedy...","אז אתה אומר שאם אני מכדרר עם אף אדום, אני מלך הקומדיה...",
