"חדר","אינדקס","מקור","תרגום","הערות"
"59.0","4.0","""My goodness gracious!"" says the jailer. ""Here stands Bonds again on behalf of the people.""","""ריבון כל העולמים!"" קורא הסוהר. ""מולי ניצב לא אחר מאשר בונדס בשם האנושות כולה.""",""
"59.0","5.0","""This is one bad dude,"" says the jailer. ""What are you booking him for, Sherlock?""","""הוא בחור רע מאוד,"" אומר הסוהר. ""על מה אתה כולא אותו, שרלוק?""",""
"59.0","6.0","The jailer responds, ""Ok, %w1 will do. Fill out the booking slip and give me his property!""","הסוהר מגיב, ""בסדר, %w1 יספיק. מלא בבקשה את טופס המעצר ותעביר לי את הרכוש שלו!""",""
"59.0","7.0","""You can't book anyone on a %w1!""","""אתה לא יכול לעצור כל אחד על %w1!""",""
"59.0","8.0","Deep down you know this sleeze bag is not the man he claims he is. You book him as ""Marvin Hoffman"" anyway, hoping his numerous felony charges will keep him in the slammer long enough for you to ascertain his true identity.","בתוך תוכך אתה יודע שהנבלה אינו מי שהוא מתיימר להיות. אתה עוצר אותו בתור ""מרווין הופמן"" לכל צרה, בתקווה שאינספור האישומים התלויים נגדו יחזיקו אותו במחבוש מספיק זמן כדי שתוכל לברר את זהותו האמיתית.",""
"59.0","9.0","You hand the jailer the booking slip and the suspect's property.","אתה מגיש לסוהר את טופס המעצר ואת חפצי החשוד.",""
"59.0","10.0","""Ok, Bonds,"" the jailer says, ""you can remove his 'cuffs and place Mr. So-Called ""Marvin Hoffman"" into cell number one.""","""בסדר, בונדס,"" אומר הסוהר, ""אתה יכול להסיר ממנו את האזיקים ולהכניס את מר ""מרווין הופמן"" כביכול לתא מספר אחד.""",""
"59.0","11.0","""You little meter maids can't keep me in here!"" he shouts.","""אין לך זכות לעכב אותי, פקח חניה עלוב!"" הוא משתולל.",""
"59.0","12.0","Hoffman yells, ""I'll be out of this tank before you finish your coffee break!""","הופמן צורח, ""אני אצא מהמיכל הזה עוד לפני שתסיים את הקפה שלך!""",""
"59.0","13.0","""Since my shift is over, I'll see you back at the station.""","""מאחר והמשמרת שלי הסתיימה, ניפגש בתחנה.""",""
"59.0","14.0","""I received a call from dispatch on the way over here. Dooley wants to see you in his office when you are done here.""","""קיבלתי שיחה מהמוקד בדרכי הנה. דולי רוצה לראות אותך במשרדו אחרי שתסיים פה.""",""
"59.0","15.0","""If you want to book this crook, I'll need a clue as to the charges.""","""אם אתה רוצה לעצור את הנוכל הזה, אזדקק לרמז באשר לאישומים נגדו.""",""
"59.0","16.0","Jack says, ""Well, I see you got that slimeball pusher booked!""","ג'ק אומר, ""ובכן, אני רואה שעצרת את הסוחר החלאה הזה!""",""
"59.0","17.0","""Your penthouse awaits you, Hoffman!""","""הפנטהאוס שלך ממתין לך, הופמן.""",""
"59.0","18.0","""Shove it, Pig!""","""שתוק, חזיר!""",""
"59.0","19.0","""The car's tucked away and all the evidence is booked. This is one clean bust, my boy!""","""המכונית במקומה וכל הראיות נרשמו. זה מעצר נקי, בחורי!""",""
"59.0","20.0","The jailer seethes, ""I hope you know, Bonds, at this very moment Hoffman's lawyer is in the front reception area, bailing that worm out.""","הסוהר נסער, ""אני מקווה שאתה יודע, בונדס, שברגע זה ממש עורך הדין של הופמן נמצא בקבלה, ומוציא את התולעת הזאת בערבות.""",""
"59.0","21.0","""Hey, Sonny, come over here,"" says the jailer. ""I have something to tell you.""","היי, בני, בוא הנה,"" אומר הסוהר. ""יש לי משהו להגיד לך.""",""
"59.0","22.0","You hand the jailer the No Bail Warrant just in time to keep Mr. Taselli from returning to the streets.","אתה מוסר לסוהר את צו הארכת המעצר בדיוק בזמן כדי למנוע ממר טסלי לשוב לרחובות.",""
"59.0","23.0","""Oh, man! This is great, Sonny,"" the jailer laughs. ""I hope you know this will slam the ol' boy's orifice shut.""","""בחיי! זה נהדר, בני,"" צוחק הסוהר. ""אני מקווה שאתה יודע שזה יסתום לו את כל החורים.""",""
"59.0","24.0","""I bet you wish you had a No Bail Warrant on this guy!"" says the jailer.","""בטח היית רוצה צו הארכת מעצר לבחור הזה!"" אומר הסוהר.",""
"59.0","25.0","""I'll be right back. This is gonna blow his attorney's mind!""","""אני תיכף אשוב. זה יטריף לעורך הדין שלו את המוח!""",""
"59.0","26.0","""You know something, Pig? All you're doing is slightly delaying my exit!"" Taselli rants.","""אתה יודע מה, חזיר? כל מה שעשית הוא לעכב לי מעט את היציאה!"" רוטן טסלי.",""
"59.0","27.0","""Boy, that made my day, Sonny! You should have seen the guy.""","""בחיי, זה עשה לי את היום, בני! היית צריך לראות את הבן אדם.""",""
"59.0","28.0","""He started ranting and raving like a little kid who just had his lollipop taken away!""","""הוא התחיל לרטון ולצעוק כמו ילד קטן שהרגע לקחו לו את הסוכריה!""",""
"59.0","29.0","In a desperate attempt to escape, the suspect seizes your weapon and blows you into eternity! Next time, check your weapon at the door!","בנסיון נואש להימלט, החשוד תופס את הנשק שלך ויורה בך לכל הרוחות! בפעם הבאה, תפקיד את האקדח שלך בכניסה!",""
"59.0","30.0","""Sonny, you already gave me the No Bail Warrant.""","""בני, כבר נתת לי את צו הארכת המעצר.""",""
"59.0","31.0","Failure to search the suspect has cost you dearly! The LPD Widows and Orphan Fund will contact your next of kin!","הכשלון לבדוק את החשוד עלה לך ביוקר! קרן האלמנות והיתומים של משטרת לייטון תיצור קשר עם שארי בשרך!",""
"59.0","32.0","""What's your name?"" the jailer asks your prisoner.","""מה שמך?"" הסוהר שואל את האסיר שלך.",""
"59.0","33.0","""The name's, uh, Marvin Hoffman, you scum bag!"" he responds. ""And that's all you're gettin' outta me!""","""השם הוא, אה, מרווין הופמן, חתיכת חלאה!"" הוא משיב. ""וזה כל מה שתוציאו ממני!""",""
"60.0","1.0","Officer Steve Johnson greets you upon your arrival at Cotton Cove.","השוטר סטיב ג'ונסון מקדם את פניך בברכה בהגיעך למפרץ הכותנה.",""
"60.0","2.0","""Good to see you, Sonny,"" he says. ""We've got a ripe one here, with no ID! Is this the dude you arrested?""","""טוב לראות אותך, בני,"" הוא אומר. ""יש לנו כאן אחד בוגר, בלי תעודת זהות! זה הבחור שעצרת?""",""
"60.0","3.0","""Since you're the guy who booked him, we hope you can identify him.""","""מכיוון שאתה זה שעצר אותו, קיווינו שתוכל לזהות אותו.""",""
"60.0","4.0","You lift the white blanket and examine the swollen body. It resembles %s6, however, you can't be sure.","אתה מרים את השמיכה הלבנה ובוחן את הגופה הנפוחה. הוא דומה ל%s6, אולם, אינך בטוח בכך.",""
"60.0","5.0","The soggy shirt peels slowly from his chest. Above his left nipple you spot the flower tattoo which confirms your identification.","החולצה הספוגה במים מתקלפת לאיטה מחזהו. מעל פטמתו השמאלית אתה מזהה את קעקוע הפרח שמאשר את הזיהוי שלך.",""
"60.0","6.0","""I know he reeks, Sonny, but you'll have to get closer to do that,"" says Steve.","""אני יודע שהוא מצחין, בני, אבל אתה חייב להתקרב כדי לעשות זאת,"" אומר סטיב.",""
"60.0","7.0","You see as much as you care to!","אתה רואה מספיק!",""
"60.0","8.0","You key the radio, ""Dispatch, this is 83-Nora-10. Report positive ID on body of one %s6. 10-8, Cotton Cove.""","אתה משדר בקשר, ""מוקד, כאן 83-נורה-10. מדווח על זיהוי חיובי של גופת %s6. 10-8, מפרץ הכותנה.""",""
"60.0","9.0","Your radio crackles, ""10-4, 83-Nora-10. Dispatch copies 10-22 APB %s6.""","הקשר מפצפץ חזרה, ""10-4, 83-נורה-10. המוקד קיבל 10-22 APB %s6.""","יש תרגום ל-APB?
all-points bulletin (APB) - זה קריאה משטרתית לחיפוש של מבוקש
אגב, 10-4 זה ״קיבלתי״. ככה זה בד״כ מתורגם בסרטים/סדרות משטרתיות."
"60.0","10.0","The water is nice this time of year, but swimming is deadly!","המים נעימים בתקופה הזו של השנה, אבל שחייה היא קטלנית!",""
"60.0","11.0","With an extender, you could radio dispatch from here.","עם מאריך טווח, תוכל להשתמש בקשר מכאן.",""
"60.0","12.0","Your radio crackles, ""10-4, 83-Nora-10. Dispatch copies 10-97 Cotton Cove.""","הקשר מפצפץ חזרה, ""10-4, 83-נורה-10. המוקד קיבל 10-97 מפרץ הכותנה.""",""
"60.0","13.0","""Go on, Sonny. Get up there and take a look.""","""קדימה, בני. תעלה לשם ותעיף מבט.""",""
"60.0","14.0","You'd better report your findings.","כדאי שתדווח על הממצאים שלך.",""
"60.0","15.0","""Thanks, Sonny. Be advised Coroner is en route. 10-19, per Lt. Morgan.""","""תודה, בני. שים לב שחוקר מקרי המוות בדרכו. 10-19, דווח לסגן מורגן.""",""
"60.0","16.0","You observe two patrol units parked with emergency lights flashing. They both appear unoccupied.","אתה מבחין בשתי ניידות חונות עם אורות חירום מהבהבים. שתיהן נראות לא מאוישות.",""
"60.0","17.0","You look around at a beautiful wooded area. The Clearwater River flows in the background.","אתה מסתכל סביבך על אזור מיוער וקסום. נהר מים צלולים זורם ברקע.",""
"60.0","18.0","You see nothing that would help you.","אתה לא רואה דבר שיעזור לך.",""
"60.0","19.0","The Clearwater River looks refreshing.","נהר מים צלולים נראה מרענן.",""
"60.0","20.0","You're not close enough.","אתה לא קרוב מספיק.",""
"60.0","21.0","Thinking your car is one slick machine, you admire it one more time.","בעודך חושב כי מכוניתך היא יצירת אומנות מכנית, אתה מעריץ אותה פעם נוספת.",""
"60.0","22.0","The two marked patrol cars with emergency lights flashing, and the covered body in the clearing, clouds the natural beauty of Cotton Cove.","שתי הניידות הגלויות עם אורות חירום מהבהבים, והגופה המכוסה בקרחת, ממסכים את היופי הטבעי של מפרץ הכותנה.",""
"60.0","23.0","""Yep,"" you respond, ""this is %s6, alright.""","""בהחלט"", אתה משיב, ""זה אכן s%6.""",""
"60.0","24.0","You radio in, ""Dispatch, 83-Nora-10 10-97 Cotton Cove.""","אתה מדווח בקשר, ""מוקד, 83-נורה-10 10-97 מפרץ הכותנה.""",""
